GENE1,GENE2,SCORE,HPRD,Pvalue
COL1A2,NEO1,1.106434749,2,0.177852
FGF5,IL2RA,1.106413736,2,0.004050264
NRP1,ITGB2,1.10635779,2,0.017134457
SHC1,LTK,1.106353679,1,0.017156
ABCD3,SORL1,1.106344805,2,0.01199
ENG,EDNRB,1.106322631,2,0.012837
ANK1,NGFR,1.106310707,2,0.162308626
LAMA5,ITGB4,1.106294902,2,0.082544
PRDX4,FLT1,1.106284162,2,0.013597
LYN,PTPRA,1.106274687,2,0.010635
PLAT,ITGA6,1.106273202,2,0.217115535
CXCL5,SSTR2,1.106248219,2,0.101685114
SPTAN1,EPHB3,1.106236851,2,0.036552017
LEFTY1,BMPR2,1.10619838,2,0.142240713
DGKD,FGFR4,1.106197131,2,0.007315
PCDHB5,CELSR2,1.106172676,2,0.154058009
SCGB1A1,BAI1,1.106152015,2,0.119702
AKT3,PTPRF,1.106150115,2,0.112317
MAPKAPK3,BMPR1A,1.106144739,2,0.116376
JAG2,MST1R,1.106127605,2,0.012168
CST3,ITGB1,1.106108435,2,0.040774065
PTGS1,ACVR1B,1.106105418,2,0.048443
NOTCH4,RET,1.106105096,2,0.065612
APP,C1QR1,1.10610355,2,0.078433883
PRLR,CRHR1,1.106070533,2,0.061532
CDH4,NEO1,1.106039467,2,0.028207
CXCL6,KLRC3,1.106035692,2,0.023286808
TNFRSF17,LTB4R,1.106030067,2,0.012698
PLAUR,EMR3,1.106019538,2,0.011092
IGFBP3,C1QR1,1.105966959,2,0.126289
ACVR1B,ROR2,1.105944906,2,0.030003
SLC39A6,NRXN3,1.105935748,2,0.061702
MGP,NGFR,1.105911462,2,0.003619128
KNG1,CD40,1.10590948,2,0.02049
CUBN,LRP1,1.105855184,2,0.018262
SIPA1,EPHB4,1.105838592,2,0.01325
ADORA2B,GPR19,1.105822793,2,0.022465
ITGA5,CD97,1.10581034,2,0.008296
CD226,IFNAR1,1.105792385,2,0.064571
VEGFB,NGFR,1.105706868,2,0.031675
DYRK1A,C1QR1,1.105672547,2,0.164133
MAP4K4,TNFRSF21,1.105666239,2,0.008212
CDC23,F2R,1.105664674,2,0.101127159
ABL1,TYRO3,1.105659074,2,0.0102
INHA,TLR3,1.105629431,2,0.008923
TNFRSF6B,LRP6,1.105612284,2,0.099441
KIAA1370,CD44,1.105611438,2,0.046395
MAP3K7,BMPR2,1.105597156,2,0.010666
CAMK2G,TGFBR1,1.105587856,2,0.006001
PCDH7,TNFRSF1A,1.10557547,2,0.116345863
ZAP70,TNFRSF17,1.105555731,2,0.084489436
IL28A,TNFRSF7,1.105542553,2,0.17798728
PPARGC1A,TNFRSF7,1.105533362,2,0.011584138
XCL2,CCR3,1.105529576,2,0.025007
VAV2,KIT,1.10551648,2,0.024397
NTN1,MST1R,1.105513565,2,0.086817
MARCO,ADORA3,1.105509251,2,0.021794
BLR1,CMKLR1,1.105428661,2,0.033683
SCYE1,ITGB2,1.105424999,2,0.035684834
HCRTR1,DRD5,1.105408847,2,0.05497
EPS15,PTPRJ,1.105408841,2,0.027467341
CCL18,C1QR1,1.105378999,2,0.02815
CCL11,NRP1,1.105370466,2,0.039951299
ITGA11,ITGA6,1.105368938,2,0.004751562
HYOU1,NOTCH2,1.105340472,2,0.123600861
LEFTY1,NOTCH4,1.105325572,2,0.040744761
PPGB,AMFR,1.105322335,2,0.056833
MAP3K14,BMPR1A,1.105300735,2,0.034552
ANGPT1,ENG,1.105282888,2,0.010373
MLLT4,NOTCH4,1.105269336,2,0.007656
PROK2,TLR2,1.105259171,2,0.030469
HLA-B,LRP1,1.105256607,2,0.091246
C14orf120,FGFR2,1.105238095,2,0.094241
ADAR,SORT1,1.105236141,2,0.097751641
NCR2,CRLF1,1.10523567,2,0.085851163
STX12,NPR1,1.105234344,2,0.050204
HLA-B,IL2RB,1.10521782,2,0.051377
MGP,FLT1,1.105198791,2,0.067592376
HLA-B,TNFRSF7,1.105197933,2,0.025031
TP53BP2,NOTCH2,1.105137563,2,0.04306627
FBLN5,NOTCH2,1.105119568,2,0.087620068
XPA,ITGAE,1.105116369,2,0.076304202
PRLR,GALR2,1.10511304,2,0.06405
IL8,CCR1,1.105018208,2,0.079641
HLA-E,DGCR2,1.104981899,2,0.153164601
VEGF,PLXNB1,1.104978725,2,0.164157608
SPARC,IL7R,1.104977645,2,0.022781
ANK2,F2RL2,1.104973112,2,0.011261
SPOCK2,CD63,1.104962217,2,0.073468
NSFL1C,PDGFRB,1.104954534,2,0.07924
ADAM9,ITGAE,1.104942587,2,0.038331
TNIK,GUCY2D,1.104933633,2,0.121854034
CXCL9,ITGA2,1.104875534,2,0.024138
CCR2,TLR2,1.104860439,2,0.058917439
LTK,AXL,1.104850613,2,0.051272
RALGPS1,ERBB4,1.104817514,2,0.076877
CD3D,CSF2RB,1.104814789,2,0.136483123
ANK1,CALCR,1.104784839,2,0.150445328
CST7,EDG6,1.104778828,2,0.012779839
COL7A1,TNFRSF14,1.1047752,2,0.026738
PARD3,ACVRL1,1.104758272,2,0.013139
CTGF,MST1R,1.104726593,2,0.05361326
ITGB4,EPHA7,1.104707123,2,0.01072
EMILIN2,ITGA5,1.104702033,2,0.007347
THBD,ATP6AP2,1.104701514,2,0.085143
EPS8,ERBB4,1.10470123,2,0.023314
EXOC2,CCKBR,1.104666666,2,0.0102
FRAT2,LRP1,1.104623727,2,0.007112
M6PR,LDLR,1.10459049,2,0.013842
ADAM15,TGFBR2,1.104552803,2,0.06363847
CCL13,ITGB2,1.104545233,2,0.116574067
PTPRZ1,IGF1R,1.10451946,2,0.012318
RPS6KA5,AMHR2,1.104485648,2,0.120261019
HCK,FZD2,1.10444754,2,0.011604373
PROM1,CD44,1.104426659,2,0.021508
RAB40C,GPR173,1.104413919,2,0.214129748
LATS2,FLT4,1.104413309,2,0.045676
LOC51035,EPHA2,1.104403908,2,0.137015
TBC1D4,PTPRA,1.104392146,2,0.208711
AGER,ADORA1,1.104372432,2,0.054776
BTK,EPHB4,1.104353335,2,0.008128498
TNFAIP6,TLR8,1.104335691,2,0.107669643
NCOA6,BMPR2,1.104264576,2,0.042198
RLN1,NRP1,1.104241546,2,0.078827454
ATP6AP2,CELSR2,1.104192845,2,0.173012
FADD,TNFRSF25,1.104124625,2,0.009455
FABP6,F2R,1.104119873,1,0.005993
SCARB2,NOTCH2,1.104117052,2,0.043606385
ULK2,TGFBR2,1.104089255,2,0.210675
EVI2A,LDLR,1.104086609,2,0.128667
NKTR,PAQR3,1.104067153,2,0.008173
SIPA1,IL12RB2,1.104046555,2,0.148727445
TNFRSF1B,LILRA3,1.104011467,2,0.006999634
FCN2,LY75,1.103996169,2,0.062954664
RELN,NEO1,1.103992171,2,0.007512
LGALS3BP,ATP6AP2,1.103961951,2,0.160124
CD24,LRP1,1.10393158,2,0.027035
WWP1,TGFBR2,1.103910062,2,0.020955
EEF1G,GPC1,1.103900932,2,0.144225
IFNG,PLAUR,1.103889719,2,0.11104
HLA-E,CSF3R,1.103887071,2,0.159165
DUSP2,BMPR2,1.103884942,2,0.141403
COL4A5,KIT,1.103850334,2,0.093791
COL6A3,IL15RA,1.10380516,2,0.058668
DEFA4,CCR8,1.103804001,2,0.036881
SPOCK2,IFNAR2,1.103797044,2,0.016443
GRIN2A,HTR2A,1.10378138,2,0.134959714
SPG7,FLT1,1.103774158,2,0.14707
FBLN1,TGFBR2,1.103739475,2,0.216666141
ICAM3,TNFRSF1B,1.103727837,2,0.037439
CRKL,NRXN3,1.103725761,2,0.060203
FBLN5,ITGA3,1.103723638,2,0.036698
SQSTM1,RYK,1.103707766,2,0.237512599
TIMP1,VLDLR,1.103687021,2,0.008655
SLCO3A1,TNFRSF7,1.103625318,2,0.12832
SERPINE2,NCSTN,1.103617742,2,0.04086
CLSTN1,PTDSR,1.103615233,2,0.205379
MAP3K4,IGF1R,1.103598683,2,0.021069
PTPRB,ERBB3,1.103593962,2,0.007649
INHBA,CSF3R,1.103559218,2,0.030574
MET,PTPRT,1.103522587,2,0.012557
SLIT2,GRM3,1.103520816,2,0.133898816
C6,IL1R1,1.103497147,2,0.013303
ITSN1,PDGFRB,1.103476843,2,0.243370677
COL5A3,NRP1,1.103473497,2,0.015723
CD72,IL1R1,1.103432928,2,0.060771
THBS3,ACVR1,1.103432292,2,0.069135
SIPA1,IL4R,1.103410849,2,0.012899
INSR,UNC5C,1.103410578,2,0.139498922
FRZB,TNFRSF1A,1.103391421,2,0.027765
HCLS1,NOTCH2,1.10338687,2,0.022692
CCL5,LILRB1,1.103376211,2,0.047358
PKD2,LRP6,1.103348026,2,0.048917692
FCER1G,KLRD1,1.103242822,2,0.024333
RAB3D,ERBB3,1.103240487,2,0.01644782
OR5P2,OR2W1,1.103223755,2,0.207853255
TXK,NPR1,1.103146934,2,0.0067891
ENPP2,ITGA2,1.103124376,2,0.025094
COL4A1,ROR2,1.103116652,2,0.21317
USH1C,ITGB1,1.103087579,2,0.004998
INHBA,IL8RA,1.103085297,2,0.007735
NCF1,LILRA1,1.103050557,2,0.078374
ABCD3,CD44,1.103007361,2,0.009437
HSPG2,EPHA4,1.102952645,2,0.024633
IFI16,TNFRSF7,1.102949546,2,0.026649
SERINC1,TIE1,1.102910543,2,0.249600876
ACVR1B,EPHA4,1.102898951,2,0.0174
F2,EGFR,1.102892222,2,0.005943222
ALCAM,PTPRS,1.102854215,2,0.01798
DOCK9,KDR,1.102852368,2,0.071335
AMHR2,TGFBR2,1.102829956,2,0.100711123
IL2RG,IL12RB2,1.102809793,2,0.014230874
DVL3,ITGA11,1.102806032,2,0.179245
TP53BP2,PTPRM,1.102801664,2,0.213599997
EBI3,F3,1.102691942,2,0.108280775
GAS6,IFNAR1,1.102686966,2,0.012405
IGFBP3,LRP1,1.102683669,2,0.006438
C1QR1,LRP1,1.102677842,2,0.036609
GAS6,GABBR1,1.102669127,2,0.030458
PON2,DDR1,1.102662971,2,0.030635
CCL13,IFNGR2,1.102537459,2,0.019654
CSF2,TLR1,1.102532686,2,0.028631
COL4A4,INSR,1.102510736,2,0.12389
TXN,NRP1,1.102509423,2,0.090871
LAMA1,SDC2,1.10248636,2,0.261379
BRDG1,TNFRSF7,1.102485631,2,0.017733
GAP43,IL8RA,1.102476857,2,0.149451809
PREX1,ITGA2,1.102362465,2,0.109348632
FES,PTPRU,1.102356905,2,0.106194262
ITK,FLT4,1.10234614,2,0.008513
ATP6V0B,ITGBL1,1.102247881,2,0.032306
CD40LG,LILRB1,1.102214071,2,0.230210763
MAP3K10,NPR1,1.102184111,2,0.017377
GNRH1,ROR1,1.102180889,2,0.042005
CD4,ADORA1,1.10214495,2,0.022890383
CD4,NTRK1,1.102131023,2,0.139726
ABI1,PTPRE,1.102111142,2,0.102204
OR2L13,OR5P2,1.102110835,2,0.231300335
,OR1A2,1.102110835,2,0.231274335
,OR8B8,1.102110835,2,0.231274335
ARHGEF11,OPRK1,1.102089577,2,0.020733256
ITK,TEK,1.102077958,2,0.090665
CD28,C1QR1,1.10205602,2,0.169160187
ARNT2,CD9,1.102018326,2,0.020698
PTGDS,ENG,1.102016304,2,0.007592
GRB2,NTRK1,1.101961287,1,0.023891
FCGR2A,PTPRD,1.1019202,2,0.124244867
ITGB6,EPHA2,1.101917954,2,0.007053
TCIRG1,IL10RB,1.101901568,2,0.027911
COL4A2,ITGA3,1.101869485,2,0.016587
CCL22,TEK,1.101834546,2,0.029795787
PARP4,C1QR1,1.101826948,2,0.027811615
IDS,ENG,1.10179853,2,0.046224
CD1D,CD53,1.101792588,2,0.031339
PLCG1,ERBB3,1.10178794,2,0.02978
MANBA,SELP,1.101785376,2,0.074392
FBN1,LRP6,1.101742327,2,0.025146
CTGF,MRC2,1.101727626,2,0.145114
FST,GFRA1,1.10172,2,0.145473
SDC1,SELP,1.101702517,2,0.086078
GAS6,PROCR,1.101671471,2,0.141358
CXCL9,IL2RG,1.101651469,2,0.012654135
CHRNB4,UNC5C,1.101625089,2,0.096270923
PPAP2B,ITGB1,1.101620524,2,0.11204
AOC3,PTPRS,1.101540611,2,0.027718444
CTGF,TREM2,1.101514245,2,0.002925412
ITPR1,PLXNA3,1.101448107,2,0.124759
GSR,NOTCH2,1.101445877,2,0.171088
SELP,IL10RB,1.101444435,2,0.045829
NPY,NRP2,1.10143024,2,0.067496
C1QB,PVRL2,1.101402216,2,0.175243216
PTPN6,UNC5B,1.101342738,2,0.005145
CSNK1E,TNFRSF1A,1.1013312,2,0.028416
GAS6,OSMR,1.10132898,2,0.05746798
COL3A1,ITGB6,1.10129894,2,0.185794
PAX2,OR2B2,1.101285713,2,0.135937
IL8RA,OPRD1,1.101246986,2,0.016879653
DLL1,CELSR2,1.101227587,2,0.034847
CSF2RA,LRP1,1.101206007,2,0.115407326
SCARB1,CELSR2,1.101190055,2,0.009099
TGFB3,CALCR,1.101076494,2,0.020827506
FAT2,PLAUR,1.101065002,2,0.043617
FNBP1,PTPRG,1.101049481,2,0.041836519
HLA-E,NCR3,1.100983517,2,0.031538
SEMA5A,MRC2,1.100981425,2,0.063489742
FN1,CSF2RA,1.100933375,2,0.160761
ITGA9,ITGA4,1.100921848,2,0.122882318
MYLK,TIE1,1.100906455,2,0.015624
CCL24,ITGB1,1.100902154,2,0.077268346
COL18A1,ACVR1B,1.100890992,2,0.183848
HNRPH3,CRHR2,1.100833333,2,0.014894
GNAI2,RHO,1.100830843,2,0.024723
DDR1,NPR2,1.100767189,2,0.175095144
AGRN,CD47,1.100756128,2,0.008064
JAG1,GFRA1,1.10073303,2,0.01088
COL4A3,LTBR,1.100701851,2,0.03024
GLG1,ITGB1,1.100672112,2,0.058252
LMTK2,LRP6,1.100669908,2,0.03284
RHOA,TFG,1.100664151,2,0.084812
NFKBIA,IL1R1,1.10066215,2,0.09861885
AGT,PLXNB1,1.100646023,2,0.018614
TGFBR1,NPR2,1.100638549,2,0.012149
DNAJB9,EPHA2,1.100624094,2,0.217352928
CD97,TACR1,1.100599279,2,0.133177946
SEMA6A,FLT1,1.100592631,2,0.010634
IGFBP7,NOTCH2,1.100574824,2,0.053214
PAM,SELP,1.100532625,2,0.268504
PTPN6,TNFRSF14,1.100520527,2,0.010292
EGFR,BMPR1A,1.100482138,2,0.087929362
ERN1,EDAR,1.100476112,2,0.015103721
FEZ2,PLXNB1,1.100456374,2,0.04404254
KIF1A,DDR1,1.100431161,2,0.09755
EGLN2,ITGAX,1.100425297,2,0.02961
CD83,IL1RL1,1.100417147,2,0.014132
ITGB7,KLRD1,1.100399854,2,0.082885
PTPRT,NTRK1,1.100393291,2,0.017914958
EIF2AK3,PTPRJ,1.100373397,2,0.013629
LAMB1,EPHA2,1.100308429,2,0.048866
PGF,PTPRJ,1.100304818,2,0.02823
AGRN,PTPRG,1.100235651,2,0.007623
IL18BP,CSF2RB,1.100223021,2,0.111057
KIAA1467,CNTNAP1,1.100222222,2,0.012625112
MATK,C1QR1,1.100179682,2,0.007568
IL18R1,IL2RA,1.100175002,2,0.091425002
PCDHGC3,PLXNC1,1.100153364,2,0.119319
IL11RA,PTPRS,1.100128625,2,0.203191
PAK1,ROS1,1.100104884,2,0.121416218
LAMB1,ITGAV,1.100082492,2,0.13104
STAT1,LILRB3,1.100078133,2,0.019879
LYN,PTPRT,1.100065337,2,0.034419
CXCL2,ITGB3,1.100046312,2,0.055142
CCL5,TNFRSF14,1.100039433,2,0.037803
CCKAR,CD97,1.100033714,2,0.09470312
MAPK1,EPHB6,1.100022289,2,0.01147
PCGF1,SSTR1,1.1,2,0.1655555
IMP-1,ADRA2B,1.1,2,0.10143
C6orf64,P2RY13,1.1,2,0.085661
PINX1,GPR4,1.1,2,0.016854
AFM,LHCGR,1.1,2,0.074097
FLJ39378,RAMP1,1.1,2,0.094037
KIAA1718,OR2B2,1.099996904,2,0.088403
C6orf12,IL6R,1.09999236,2,0.112570807
TGFB1,TSHR,1.09995813,2,0.04967937
PACSIN2,SORL1,1.099957676,2,0.02003
FN1,ENG,1.099942651,2,0.025203
OGFR,KREMEN1,1.099934875,2,0.074162
LAMA2,ERBB3,1.099933246,2,0.145468
SPRR2C,ADRA2B,1.099933158,2,0.037932
MSLN,PVRL4,1.099908105,2,0.011770271
CRIM1,ENG,1.099905296,2,0.014081
CD79A,CCR6,1.099897823,2,0.019235
TRIM4,IL15RA,1.099892452,2,0.030199
IFNAR1,LRP2,1.099884027,2,0.135949
NSFL1C,AXL,1.099867384,2,0.104792
ARAF,NPR1,1.099851327,2,0.130048
LILRA3,IL10RB,1.099850207,2,0.010223
PHF12,MPL,1.099841167,2,0.071943
ARHGAP26,IGF1R,1.099813332,2,0.158393165
DUSP2,NPR2,1.099809694,2,0.071009
MARCO,IL1RL1,1.099802198,2,0.014582969
TJP1,NRP1,1.099799107,2,0.008261773
ZFP37,OR1D4,1.0997806,2,0.1726766
HCK,LTK,1.099779559,2,0.13066
KLK6,SCRG1,1.099778904,2,0.026923
LCK,NPR1,1.099768202,2,0.082136202
CSK,EPHA7,1.099759866,2,0.008888
ALK,TLR4,1.099758878,2,0.012861
GAB2,IGF1R,1.099756902,2,0.191867
C3,PTK7,1.099719614,2,0.012355
STAT3,TLR7,1.099713141,2,0.048620974
PRSS23,NCSTN,1.099704589,2,0.015674
CCL8,PTPRJ,1.099701344,2,0.056994344
CCDC39,CCKBR,1.099685063,2,0.007701
INHA,IL8RA,1.099678129,2,0.040478
SLCO2A1,ACVR1B,1.099674339,2,0.183404172
COL6A2,SDC1,1.099636177,2,0.149252511
PON2,SELP,1.099601891,2,0.118167
PTPN22,LRP6,1.099575724,2,0.005149
LRCH1,EPHA5,1.099555694,2,0.047523
LRIG1,PDGFRA,1.099555155,2,0.07545
HLA-C,TNFRSF1B,1.099546393,2,0.121581
PCDH11X,ITGB5,1.099545265,2,0.084584
SLC17A2,OR6A2,1.099537082,2,0.059903
ZC3HAV1,CD44,1.099535226,2,0.149194
MRPS12,TNFRSF7,1.09951597,2,0.025601
TM6SF2,MTNR1B,1.099513503,2,0.192704003
JUN,ACVR1,1.099499327,2,0.107049
C2,NCR3,1.099494588,2,0.090432245
GNAO1,HTR4,1.099478652,2,0.026848
SDCBP,TNFRSF1A,1.099433113,2,0.0111
SERINC1,ATRN,1.099429821,2,0.026586346
TFRC,PTPRM,1.099416993,2,0.139187508
ALCAM,IFNAR1,1.099379681,2,0.071883014
BCL10,NOTCH2,1.099359893,2,0.105059393
PNRC2,GPR160,1.099341804,2,0.023358
PTPN6,ACVRL1,1.099331639,2,0.006488
BMPR1A,TNFRSF21,1.099319063,2,0.006281
SON,ITGAL,1.099313835,2,0.06904
XCL1,ADORA1,1.099298234,2,0.046507234
DUSP4,BMPR1B,1.0992979,2,0.008376
WFS1,GUCY2F,1.099264401,2,0.057018766
TNFRSF1B,EMR3,1.099239402,2,0.030661
DAPP1,NCSTN,1.099228161,2,0.048668
GPX4,TNFRSF17,1.099189929,2,0.125446929
NUDCD1,KREMEN1,1.099183188,2,0.120658
VEGF,LRP2,1.099174234,2,0.146779
AHR,ITGAE,1.099170593,2,0.009848
CSNK1D,FGFR1,1.099145617,2,0.028242
TP53BP2,PTPRA,1.099136163,2,0.190228163
ANK3,F3,1.099125868,2,0.083389
TRIOBP,AXL,1.099112138,2,0.007463
MORF4L2,RASSF8,1.099104272,2,0.051724
GUSB,LDLR,1.09908416,2,0.251164994
KIAA1729,SDC1,1.099071479,2,0.007007
HYAL2,PTPRU,1.099069808,2,0.048108141
CASK,DDR2,1.099010827,2,0.011056
RIMS1,ITGAL,1.099003916,2,0.160038084
FKBP9,ATRN,1.098988852,2,0.051139
SEMA5A,NPR1,1.098982953,2,0.006529
HOXA6,LRP2,1.098978008,2,0.07506
ZIC3,NOTCH4,1.0989694,2,0.1131191
KIAA0152,NOTCH4,1.098965388,2,0.273942
PSCD3,PTK7,1.098965246,2,0.040379
TYK2,PLXNB2,1.098960705,2,0.028016
ISLR,ATRN,1.098957119,2,0.133715
DNM2,NTRK3,1.098948324,2,0.029653
TOR1A,LRP1,1.098945708,2,0.024550708
INHBA,LRP2,1.098942088,2,0.084500755
XCL1,ADORA2A,1.098930018,2,0.041436352
PCDH1,TNFRSF14,1.098867504,2,0.040198
HGF,TGFBR3,1.098867375,2,0.04144
ARHGAP26,FGFR2,1.098864813,2,0.007557
ACVR1B,FLT1,1.098818456,2,0.007645
FGF18,NPR1,1.098765531,2,0.135653864
LNK,NTRK3,1.098750861,2,0.017568
DCBLD2,TNFRSF17,1.098749102,2,0.069071602
SBF1,AXL,1.098729836,2,0.036088
DLG3,PTPRJ,1.098722079,2,0.244136413
C7,AMFR,1.098712671,2,0.078871504
AGTR2,UNC5C,1.098704466,2,0.048729966
FCGR3A,TNFRSF7,1.098691278,2,0.063267
IL8,FGFR1,1.098671207,2,0.02604354
LTBP4,CD97,1.098669683,2,0.007378
MAST2,ALK,1.098668505,2,0.062135
PRPF4B,TGFBR2,1.098655705,2,0.006065
IL6ST,TNFRSF14,1.098648439,2,0.006917
ARHGEF1,LEPR,1.098641819,2,0.027013
TCP1,CD44,1.098629751,2,0.019072
BLR1,TNFRSF7,1.098626814,2,0.012051
SPAG16,GNRHR2,1.098611069,2,0.087955
HLA-DMB,ITGB3,1.098594581,2,0.029828
ATXN10,ITGB1,1.098555183,2,0.061264849
FAT,LRP6,1.098546964,2,0.199678464
ABCC12,GPR132,1.098546515,2,0.021203
PTPN2,NPR1,1.098486409,2,0.079529
ATP2B3,LGR6,1.098478176,2,0.0503
H1FX,SSTR1,1.098458443,2,0.032319109
EPIM,PLXNA3,1.09844529,2,0.037915
CX3CL1,NRP2,1.098444734,2,0.022603
ITGBL1,PLXNA4A,1.098444242,2,0.017044
CXCL12,TLR4,1.09841925,2,0.106249917
OR10H2,OR5I1,1.098418961,2,0.015581
PTPRB,IL1R1,1.098396484,2,0.048125
LAMC1,NOTCH2,1.098394043,2,0.015287
NCSTN,KDR,1.098387775,2,0.010427891
GDI2,NOTCH1,1.098337536,2,0.054121
COL4A2,PROCR,1.098332427,2,0.03757024
ERBB4,NOTCH3,1.098313167,2,0.065168
PFC,ITGB1,1.098256682,2,0.135649818
EXT1,LRP1,1.098245162,2,0.166827995
CXCL10,HTR3A,1.098227479,2,0.080684812
IQSEC1,PDGFRB,1.098179537,2,0.039563
CD8B1,ITGB2,1.098152142,2,0.096833
COL4A6,ATP6AP2,1.098134586,2,0.19512092
EXPH5,P2RY8,1.098133372,2,0.066571
ITGA6,LRP8,1.098127684,2,0.006327
GRIK1,FLT1,1.098123426,2,0.041467074
PODXL,NEO1,1.098093905,2,0.063192905
HDDC2,ATRN,1.098089248,2,0.035728
HSPG2,TLR3,1.098062835,2,0.105105
LTBR,CELSR2,1.098062626,2,0.025549
NR1I2,NOTCH2,1.098037227,2,0.018621
SGK3,PTPRU,1.098030137,2,0.045883
PHLDB1,EGFR,1.09800333,2,0.040667
MADCAM1,IL7R,1.097983185,2,0.082976
DVL3,FGFR3,1.097961318,2,0.010588
SPCS3,EPHA2,1.097939617,2,0.014642
SLAMF1,LILRB2,1.097906334,2,0.102729333
ITSN1,FGFR3,1.097891487,2,0.144179
AOAH,IFNGR2,1.097881191,2,0.15082
FES,NTRK1,1.097873046,2,0.005789
EDNRB,ITGB3,1.097848398,2,0.126325
TRIM28,RASSF8,1.097846312,2,0.035312
CA12,ATRN,1.097845697,2,0.116871
HLA-G,TLR7,1.097812655,2,0.007465
GRIK3,LRP11,1.097777778,2,0.046797
CCT4,ITGB1,1.097775225,2,0.020227441
PDGFRB,ENG,1.097755921,2,0.157216
TJP2,ITGAV,1.09774978,2,0.106255446
EGLN2,FGFR3,1.097747973,2,0.026953
COL3A1,UNC5B,1.09770872,2,0.053831
SELE,TLR5,1.097696695,2,0.004210472
DSTN,PTPRM,1.097693694,2,0.012709
BTK,INSR,1.097682542,2,0.009399
FER,EPHB6,1.09759012,2,0.055752213
FPRL1,BDKRB2,1.097586532,2,0.008491
CD1C,CCR6,1.097572027,2,0.096406806
IL28B,IL10RB,1.09756055,1,0.14260145
CNTNAP1,OSMR,1.097547683,2,0.123962
EBAG9,FGFR3,1.097538152,2,0.035995
MAPK3,EPHB3,1.097508699,2,0.083447468
ADAMDEC1,CLEC4M,1.097474748,2,0.083552918
PCSK7,IGF1R,1.097462505,2,0.076555
PTPRZ1,F2R,1.09743752,2,0.049306
ITK,NPR1,1.097433719,2,0.059195281
ACTR2,LDLR,1.097423822,2,0.008497
ALG12,LDLR,1.097415161,2,0.09889
PTK2B,RET,1.097414808,2,0.042283
LEFTY2,TSHR,1.097413114,2,0.012020719
CPE,ACVR1,1.09741084,2,0.031376
COL4A1,TGFBR1,1.097410548,2,0.151756
STAB1,IL6ST,1.09740561,2,0.05164
IL6ST,NEO1,1.097399194,2,0.234623
SFRP1,IFNAR1,1.097390478,2,0.030046
PARP4,IFNAR2,1.097383537,2,0.113952704
SIPA1,ITGAM,1.097382323,2,0.009558
METRN,ATRN,1.097365758,2,0.280470258
PAK2,NGFR,1.097341383,2,0.019338
ARAF,BMPR1B,1.097331568,2,0.019864
ERBB3,ACVR1,1.097325557,2,0.013415
TNFRSF25,TNFRSF1A,1.097317275,2,0.004497
CCL13,LILRB5,1.09728537,2,0.012794
HSPG2,ITGA4,1.097205151,2,0.040882
FBLN1,ATP6AP2,1.097194163,2,0.165549329
FAM12A,NRXN1,1.097144789,2,0.008692
DVL2,FLT1,1.097139519,2,0.175303981
SFRP4,ACVR1B,1.097112593,2,0.014256
CD8B1,IL7R,1.097108074,2,0.015612
PDLIM1,PTPRF,1.097066709,2,0.097475709
DKFZP586H2123,CALCRL,1.097053713,2,0.122974
DNASE2,LDLR,1.097031699,2,0.141794199
PRKD1,ACVRL1,1.097009514,2,0.083149
BAI1,NGFR,1.097008694,2,0.102153527
VCP,PLAUR,1.097004398,2,0.077205102
IL12B,KIR3DL1,1.096989802,2,0.087762032
DAG1,NRXN1,1.096966821,2,0.012897
CD8A,ITGB2,1.096960399,2,0.047481
GUCY1A2,GUCY2D,1.096957386,2,0.087271781
KIAA0152,NOTCH2,1.096952441,2,0.070717107
WNT11,NGFR,1.096935847,2,0.12413318
HBEGF,IL10RB,1.096921869,2,0.008649
DTNB,OR10J1,1.096901666,2,0.059883
L1CAM,NRXN3,1.096892416,2,0.026168251
IL10,IL7R,1.096890393,2,0.07934406
CYP17A1,LRP5,1.096840992,2,0.113823825
LRPAP1,TNFRSF14,1.096838283,2,0.136712783
TTN,IL2RG,1.09683321,2,0.009804
DYRK1A,TGFBR2,1.096819618,2,0.009296
CARD10,UNC5C,1.096815342,2,0.013587
RELN,ENG,1.096800746,2,0.03684
C3AR1,TLR4,1.096774295,2,0.067585
LAMA5,EPHA3,1.096730745,2,0.157937245
HSPG2,PLXNB1,1.096728225,2,0.108535392
LU,ATRN,1.096712872,2,0.07281
CDS1,GUCY2D,1.096705048,2,0.092817715
DLL1,NOTCH1,1.096700068,2,0.036082
APCS,SELE,1.096694153,2,0.019238
SORBS3,PTPRA,1.096655856,2,0.025985
SEMA4D,NTRK2,1.096628219,2,0.037738948
RPS6KB2,NPR1,1.096609311,2,0.147183
SCAP,ITGB1,1.096608199,2,0.084874
ATP6V1E1,PTPRG,1.096590802,2,0.148849635
PRKCD,EPHB6,1.096588485,2,0.102440848
INSRR,FGFR2,1.096555785,2,0.0059
IL6ST,PTPRF,1.096545804,2,0.007362
CPM,NOTCH1,1.096542646,2,0.138564
CCL18,CMKLR1,1.096505738,2,0.144970571
PTPRB,FLT1,1.096497528,2,0.008498
CADPS,IGF1R,1.096480279,2,0.023355
KITLG,CELSR2,1.096454214,2,0.002688619
THBS1,CELSR3,1.096441849,2,0.025828984
PTK2B,NPR2,1.096431081,2,0.116933419
IL15,ITGAM,1.096418699,2,0.019353
